image_name,count,area,pred_values
14401_right.jpeg,257,5132,1
1640_left.jpeg,257,0,1
14819_left.jpeg,257,90,1
11222_left.jpeg,197,7282,1
11099_right.jpeg,75,3592,1
13309_left.jpeg,75,0,1
15242_right.jpeg,19,226,0
12445_left.jpeg,19,0,0
12480_left.jpeg,19,0,0
11431_left.jpeg,19,0,0
14161_right.jpeg,103,18621,1
13627_left.jpeg,103,0,1
15161_right.jpeg,103,103,1
14715_right.jpeg,103,0,1
15387_left.jpeg,228,14064,1
12042_right.jpeg,228,32,1
14336_right.jpeg,287,9665,1
13295_right.jpeg,287,2,1
14632_left.jpeg,287,0,1
14392_left.jpeg,287,0,1
12214_left.jpeg,209,5966,1
11095_left.jpeg,553,6716,1
14361_right.jpeg,553,52,1
13161_right.jpeg,553,0,1
11823_left.jpeg,553,0,1
14253_right.jpeg,553,63,1
14915_left.jpeg,553,0,1
14891_left.jpeg,553,1,1
14621_left.jpeg,553,0,1
14788_left.jpeg,553,0,1
14486_right.jpeg,553,5,1
11425_right.jpeg,553,27,1
15027_right.jpeg,6,24,0
14486_left.jpeg,6,1,0
12147_left.jpeg,370,6027,1
1309_left.jpeg,370,0,1
15781_left.jpeg,370,0,1
14770_left.jpeg,370,0,1
15165_left.jpeg,370,0,1
16238_left.jpeg,370,0,1
15750_left.jpeg,370,0,1
16138_right.jpeg,69,1277,1
15388_left.jpeg,69,0,1
15952_left.jpeg,69,21,1
16245_left.jpeg,7,181,0
14752_right.jpeg,7,0,0
12831_left.jpeg,7,31,0
12353_left.jpeg,7,0,0
13300_left.jpeg,248,5179,1
11079_left.jpeg,248,0,1
13264_left.jpeg,248,0,1
15885_left.jpeg,248,0,1
12107_right.jpeg,248,0,1
11043_right.jpeg,248,0,1
11085_left.jpeg,119,1259,1
11095_right.jpeg,629,6870,1
15347_right.jpeg,629,107,1
13457_right.jpeg,629,0,1
12349_right.jpeg,629,0,1
13144_left.jpeg,30,1208,0
15410_left.jpeg,6,54,0
11231_left.jpeg,6,16,0
13144_right.jpeg,6,0,0
13465_right.jpeg,6,0,0
11304_right.jpeg,42,1916,1
10356_right.jpeg,42,54,1
15268_left.jpeg,42,0,1
11505_right.jpeg,42,0,1
10945_left.jpeg,534,7851,1
10787_right.jpeg,10,41,0
15216_left.jpeg,10,0,0
10694_left.jpeg,10,0,0
12436_right.jpeg,10,7,0
10379_right.jpeg,268,16303,1
1495_right.jpeg,268,0,1
1102_left.jpeg,180,5342,1
13130_right.jpeg,180,0,1
14292_left.jpeg,180,8,1
16317_left.jpeg,180,26,1
13438_left.jpeg,180,3,1
13819_right.jpeg,180,3,1
10854_right.jpeg,180,0,1
161_left.jpeg,467,6783,1
13534_right.jpeg,467,0,1
14762_right.jpeg,467,0,1
1032_left.jpeg,467,0,1
11319_right.jpeg,467,0,1
15573_right.jpeg,467,0,1
13230_left.jpeg,467,0,1
14256_right.jpeg,55,122,1
14767_right.jpeg,55,0,1
11292_right.jpeg,55,1,1
14340_right.jpeg,224,5056,1
15117_left.jpeg,224,0,1
16524_left.jpeg,224,7,1
12114_left.jpeg,224,25,1
15426_left.jpeg,224,0,1
14677_left.jpeg,224,0,1
12425_right.jpeg,224,0,1
15251_right.jpeg,224,54,1
14356_left.jpeg,224,0,1
1107_left.jpeg,224,0,1
10220_left.jpeg,224,0,1
14674_right.jpeg,224,15,1
13116_left.jpeg,224,0,1
15447_left.jpeg,224,0,1
10221_right.jpeg,224,79,1
13975_left.jpeg,224,0,1
15102_left.jpeg,224,2,1
12847_right.jpeg,224,57,1
13176_right.jpeg,224,0,1
10785_right.jpeg,224,1,1
11949_right.jpeg,224,5,1
15117_right.jpeg,224,0,1
11650_right.jpeg,224,0,1
15809_right.jpeg,186,6357,1
14836_left.jpeg,186,0,1
15447_right.jpeg,186,0,1
15796_left.jpeg,186,0,1
13177_right.jpeg,125,633,1
1492_left.jpeg,125,3,1
13170_left.jpeg,694,26426,1
16474_left.jpeg,36,2262,1
14567_right.jpeg,162,3356,1
15435_right.jpeg,162,25,1
15018_right.jpeg,162,0,1
10688_right.jpeg,162,5,1
14375_right.jpeg,162,0,1
13938_left.jpeg,162,0,1
12480_right.jpeg,162,0,1
15636_right.jpeg,162,0,1
16416_left.jpeg,162,0,1
15162_left.jpeg,162,0,1
15253_left.jpeg,162,75,1
12411_left.jpeg,162,1,1
12992_left.jpeg,162,196,1
14824_right.jpeg,162,67,1
13180_right.jpeg,162,0,1
13465_left.jpeg,162,0,1
11262_right.jpeg,162,0,1
13290_right.jpeg,162,19,1
1424_right.jpeg,162,18,1
12074_left.jpeg,162,0,1
12068_right.jpeg,162,0,1
11271_right.jpeg,162,7,1
14793_left.jpeg,162,0,1
11618_right.jpeg,162,0,1
12382_left.jpeg,162,0,1
14154_left.jpeg,6,6,0
12591_right.jpeg,133,7022,1
11301_left.jpeg,133,0,1
10658_right.jpeg,133,0,1
13457_left.jpeg,133,0,1
14724_right.jpeg,133,0,1
1475_right.jpeg,10,529,0
14631_left.jpeg,216,1059,1
1306_right.jpeg,216,2,1
11310_right.jpeg,216,6,1
1502_right.jpeg,216,0,1
10988_left.jpeg,216,54,1
14060_right.jpeg,216,0,1
14228_right.jpeg,216,0,1
16043_right.jpeg,216,0,1
15_right.jpeg,216,1,1
12023_right.jpeg,216,288,1
16025_right.jpeg,216,0,1
11091_left.jpeg,142,9503,1
10297_right.jpeg,142,0,1
16318_left.jpeg,142,0,1
14533_left.jpeg,142,3,1
14867_left.jpeg,142,0,1
13147_left.jpeg,142,0,1
15255_right.jpeg,142,19,1
11647_right.jpeg,142,0,1
14935_right.jpeg,142,8,1
14198_right.jpeg,142,4,1
13409_right.jpeg,92,1554,1
15360_right.jpeg,60,866,1
15217_right.jpeg,60,7,1
11049_right.jpeg,102,847,1
14567_left.jpeg,102,2,1
15069_left.jpeg,102,2,1
16481_right.jpeg,102,72,1
12985_right.jpeg,102,144,1
14181_left.jpeg,182,1202,1
16341_left.jpeg,182,2,1
16206_left.jpeg,182,0,1
1299_left.jpeg,182,0,1
14119_right.jpeg,19,66,0
11970_left.jpeg,19,0,0
1536_left.jpeg,11,179,0
15069_right.jpeg,297,1644,1
14104_right.jpeg,15,603,0
14824_left.jpeg,307,6518,1
11267_right.jpeg,307,20,1
16416_right.jpeg,307,0,1
13383_left.jpeg,307,0,1
1411_right.jpeg,185,5109,1
14061_left.jpeg,185,17,1
14702_left.jpeg,185,0,1
14748_left.jpeg,185,0,1
14615_left.jpeg,51,266,1
15001_left.jpeg,300,8390,1
14320_left.jpeg,25,1041,0
14380_right.jpeg,25,0,0
15958_left.jpeg,25,0,0
14973_left.jpeg,42,440,1
15516_left.jpeg,108,14073,1
11072_left.jpeg,108,0,1
13819_left.jpeg,108,90,1
14621_right.jpeg,108,6,1
1502_left.jpeg,108,0,1
15151_right.jpeg,108,0,1
14566_left.jpeg,108,43,1
10438_left.jpeg,108,0,1
10975_right.jpeg,108,126,1
12992_right.jpeg,51,2137,1
13359_right.jpeg,51,0,1
12492_right.jpeg,51,0,1
15217_left.jpeg,51,48,1
1242_right.jpeg,54,697,1
16138_left.jpeg,44,794,1
10822_left.jpeg,44,0,1
11845_left.jpeg,44,0,1
14402_left.jpeg,44,42,1
15089_left.jpeg,44,0,1
13147_right.jpeg,44,0,1
14028_right.jpeg,44,0,1
10975_left.jpeg,44,24,1
15949_right.jpeg,197,3213,1
16038_left.jpeg,197,0,1
14159_left.jpeg,197,0,1
12107_left.jpeg,197,0,1
145_left.jpeg,73,1640,1
11117_right.jpeg,73,5,1
16488_right.jpeg,73,0,1
11495_right.jpeg,152,344,1
11916_right.jpeg,152,20,1
12476_left.jpeg,152,49,1
14999_left.jpeg,344,43162,1
1322_left.jpeg,344,8,1
11968_left.jpeg,344,0,1
16351_left.jpeg,6,448,0
13324_right.jpeg,6,0,0
13325_right.jpeg,156,5209,1
14333_left.jpeg,156,0,1
15438_left.jpeg,188,7660,1
15004_right.jpeg,188,1,1
11187_left.jpeg,188,8,1
16126_left.jpeg,188,175,1
14081_left.jpeg,188,0,1
16238_right.jpeg,188,0,1
16350_left.jpeg,188,0,1
1127_right.jpeg,188,0,1
13008_right.jpeg,382,2866,1
16022_left.jpeg,382,100,1
15807_left.jpeg,382,0,1
15873_right.jpeg,382,0,1
16520_left.jpeg,382,0,1
14549_left.jpeg,382,0,1
1240_left.jpeg,382,2,1
1411_left.jpeg,382,7,1
14449_right.jpeg,382,0,1
1504_left.jpeg,382,0,1
16370_left.jpeg,382,0,1
15640_right.jpeg,382,0,1
14999_right.jpeg,382,39,1
12464_left.jpeg,252,3157,1
11117_left.jpeg,252,1,1
16487_right.jpeg,4,3,0
11054_right.jpeg,115,2670,1
10844_left.jpeg,115,0,1
15851_right.jpeg,115,0,1
16114_left.jpeg,115,0,1
1313_right.jpeg,115,0,1
13146_left.jpeg,115,26,1
16273_left.jpeg,115,0,1
11417_right.jpeg,115,0,1
15053_left.jpeg,115,0,1
16365_right.jpeg,115,0,1
11956_right.jpeg,115,0,1
15174_right.jpeg,147,2115,1
11267_left.jpeg,147,17,1
10680_left.jpeg,147,0,1
12699_right.jpeg,147,2,1
16585_left.jpeg,147,1,1
14747_left.jpeg,147,0,1
15175_left.jpeg,147,0,1
11273_left.jpeg,55,12534,1
15443_right.jpeg,55,0,1
14920_left.jpeg,55,0,1
13278_right.jpeg,55,61,1
14152_right.jpeg,55,1,1
1527_right.jpeg,55,6,1
15144_left.jpeg,127,11216,1
16313_left.jpeg,127,0,1
12126_left.jpeg,127,0,1
14950_left.jpeg,7,606,0
15775_left.jpeg,370,16965,1
14559_left.jpeg,370,0,1
14883_right.jpeg,370,2,1
1322_right.jpeg,370,0,1
13751_right.jpeg,370,0,1
16060_right.jpeg,370,0,1
1492_right.jpeg,370,0,1
14685_right.jpeg,370,0,1
11997_left.jpeg,34,764,1
14973_right.jpeg,66,1036,1
15502_right.jpeg,66,0,1
13969_right.jpeg,182,601,1
12014_right.jpeg,74,1639,1
12208_left.jpeg,74,0,1
15851_left.jpeg,74,0,1
12356_right.jpeg,74,270,1
10401_right.jpeg,74,7,1
15480_right.jpeg,74,0,1
14129_right.jpeg,74,0,1
11946_right.jpeg,74,57,1
14339_left.jpeg,74,0,1
15627_left.jpeg,74,1,1
12329_right.jpeg,74,0,1
14594_right.jpeg,74,3,1
1480_left.jpeg,74,0,1
14393_left.jpeg,74,4,1
15275_right.jpeg,565,29190,1
14619_left.jpeg,565,0,1
163_left.jpeg,565,0,1
13708_right.jpeg,565,6,1
14634_right.jpeg,565,70,1
13961_left.jpeg,565,6,1
1432_left.jpeg,565,1,1
1475_left.jpeg,565,0,1
15528_left.jpeg,565,1,1
12353_right.jpeg,565,0,1
15039_right.jpeg,565,1,1
15022_left.jpeg,236,8341,1
14201_right.jpeg,236,2,1
13211_right.jpeg,236,0,1
13344_left.jpeg,130,2452,1
11443_left.jpeg,107,4815,1
13432_right.jpeg,107,0,1
15964_right.jpeg,107,0,1
12382_right.jpeg,319,4898,1
10694_right.jpeg,319,0,1
14947_right.jpeg,319,36,1
13371_right.jpeg,319,32,1
14683_left.jpeg,319,0,1
16183_left.jpeg,319,0,1
14778_left.jpeg,230,14750,1
12103_left.jpeg,230,0,1
11219_left.jpeg,230,12,1
11246_right.jpeg,230,4,1
12010_right.jpeg,230,0,1
15942_right.jpeg,230,0,1
15948_right.jpeg,230,0,1
14094_right.jpeg,230,0,1
15275_left.jpeg,230,0,1
14320_right.jpeg,32,3597,1
13132_right.jpeg,32,0,1
13811_left.jpeg,32,0,1
16286_left.jpeg,32,0,1
12654_right.jpeg,32,0,1
14317_right.jpeg,68,11246,1
15230_right.jpeg,68,0,1
13400_left.jpeg,298,3966,1
11041_right.jpeg,13,39,0
15325_right.jpeg,13,1,0
14843_right.jpeg,78,1108,1
14154_right.jpeg,78,0,1
14161_left.jpeg,83,23748,1
14764_left.jpeg,83,0,1
14810_right.jpeg,258,11648,1
13485_left.jpeg,258,1,1
14924_left.jpeg,258,0,1
15437_left.jpeg,508,5487,1
12329_left.jpeg,508,0,1
15018_left.jpeg,508,0,1
14257_right.jpeg,190,6361,1
16257_right.jpeg,190,0,1
1540_right.jpeg,190,0,1
1536_right.jpeg,29,577,0
10454_right.jpeg,29,0,0
12101_right.jpeg,29,0,0
13664_right.jpeg,29,0,0
15383_right.jpeg,29,2,0
12287_left.jpeg,557,15393,1
14874_left.jpeg,61,635,1
13627_right.jpeg,61,0,1
15095_left.jpeg,61,25,1
1649_left.jpeg,61,0,1
13211_left.jpeg,17,323,0
16334_left.jpeg,17,38,0
16609_right.jpeg,17,0,0
12194_left.jpeg,49,7156,1
13305_right.jpeg,49,48,1
15955_left.jpeg,49,24,1
16317_right.jpeg,49,0,1
14581_left.jpeg,49,0,1
1332_left.jpeg,49,0,1
15254_left.jpeg,49,0,1
14444_right.jpeg,49,0,1
12448_left.jpeg,49,2,1
14377_left.jpeg,49,3,1
12268_left.jpeg,49,14,1
16389_right.jpeg,49,42,1
16286_right.jpeg,49,0,1
1496_right.jpeg,49,0,1
14533_right.jpeg,49,6,1
13780_left.jpeg,49,526,1
15690_left.jpeg,49,0,1
1541_left.jpeg,49,0,1
14568_left.jpeg,77,3968,1
13038_right.jpeg,77,0,1
12211_left.jpeg,77,0,1
15569_left.jpeg,24,655,0
1508_right.jpeg,24,111,0
14767_left.jpeg,24,0,0
13662_right.jpeg,11,587,0
10976_right.jpeg,11,0,0
12404_left.jpeg,11,1,0
10306_left.jpeg,11,0,0
15029_left.jpeg,11,13,0
11649_right.jpeg,11,0,0
12208_right.jpeg,11,9,0
15520_right.jpeg,11,1,0
14837_left.jpeg,11,0,0
15248_right.jpeg,11,0,0
11819_left.jpeg,11,0,0
14212_right.jpeg,11,0,0
14186_left.jpeg,87,4780,1
15262_right.jpeg,87,0,1
11053_right.jpeg,87,0,1
13390_right.jpeg,87,0,1
15065_left.jpeg,87,1,1
14981_right.jpeg,43,2049,1
1430_left.jpeg,43,0,1
11304_left.jpeg,223,14578,1
12428_left.jpeg,223,0,1
15154_left.jpeg,223,0,1
14788_right.jpeg,223,0,1
1362_left.jpeg,159,3043,1
12428_right.jpeg,159,0,1
15006_right.jpeg,159,0,1
1419_right.jpeg,159,0,1
15147_right.jpeg,159,0,1
14752_left.jpeg,159,0,1
15516_right.jpeg,58,7089,1
12590_left.jpeg,58,0,1
1507_right.jpeg,451,5804,1
14681_left.jpeg,163,12852,1
14564_left.jpeg,163,0,1
15222_left.jpeg,163,0,1
13856_left.jpeg,163,1,1
1557_right.jpeg,163,0,1
16273_right.jpeg,163,4,1
11072_right.jpeg,163,0,1
10325_right.jpeg,163,1,1
14193_right.jpeg,163,0,1
15235_left.jpeg,163,0,1
11035_left.jpeg,163,45,1
15394_right.jpeg,56,1536,1
10379_left.jpeg,56,0,1
11317_right.jpeg,56,0,1
14081_right.jpeg,56,0,1
13323_right.jpeg,56,58,1
1499_right.jpeg,159,5963,1
14386_right.jpeg,159,0,1
12075_right.jpeg,159,5,1
16030_left.jpeg,159,0,1
12307_left.jpeg,69,912,1
13333_left.jpeg,69,0,1
1408_left.jpeg,69,0,1
14834_left.jpeg,69,0,1
1454_left.jpeg,69,0,1
14681_right.jpeg,220,4634,1
14829_left.jpeg,162,2205,1
14911_left.jpeg,162,2,1
11971_right.jpeg,162,9,1
10988_right.jpeg,162,2,1
14955_left.jpeg,162,0,1
15538_right.jpeg,162,8,1
12079_left.jpeg,162,44,1
15125_left.jpeg,162,0,1
14129_left.jpeg,162,2570,1
11974_left.jpeg,51,365,1
12861_right.jpeg,51,0,1
14175_right.jpeg,189,15012,1
14898_left.jpeg,40,583,1
14920_right.jpeg,40,4,1
14710_left.jpeg,40,5,1
10131_right.jpeg,40,0,1
1369_left.jpeg,40,0,1
12289_right.jpeg,40,0,1
15182_right.jpeg,79,279,1
13012_right.jpeg,79,22,1
12216_right.jpeg,79,0,1
15270_left.jpeg,79,2,1
15937_left.jpeg,7,122,0
12474_right.jpeg,7,0,0
16454_right.jpeg,746,2566,1
13160_right.jpeg,746,0,1
13326_right.jpeg,746,8,1
15205_left.jpeg,138,7138,1
15375_left.jpeg,138,0,1
14825_right.jpeg,138,0,1
10230_right.jpeg,138,0,1
14995_left.jpeg,138,0,1
10606_right.jpeg,138,43,1
16085_left.jpeg,138,0,1
11305_right.jpeg,138,12,1
16021_left.jpeg,138,111,1
11289_right.jpeg,138,0,1
11724_left.jpeg,138,0,1
16219_right.jpeg,138,0,1
12445_right.jpeg,138,0,1
14947_left.jpeg,138,38,1
11314_left.jpeg,138,0,1
14987_right.jpeg,138,0,1
14270_left.jpeg,126,4971,1
15312_right.jpeg,126,0,1
14568_right.jpeg,111,3708,1
14911_right.jpeg,111,0,1
15493_right.jpeg,111,78,1
15527_left.jpeg,111,0,1
14945_left.jpeg,111,154,1
16398_left.jpeg,111,0,1
16389_left.jpeg,111,0,1
14251_left.jpeg,135,5239,1
11159_left.jpeg,135,0,1
14836_right.jpeg,135,0,1
11261_right.jpeg,135,5,1
1336_left.jpeg,135,372,1
12492_left.jpeg,135,0,1
10438_right.jpeg,135,0,1
14535_right.jpeg,135,0,1
14522_right.jpeg,2,140,0
14350_right.jpeg,422,12196,1
13708_left.jpeg,422,0,1
1202_left.jpeg,422,0,1
13013_left.jpeg,422,1,1
11847_left.jpeg,422,0,1
14907_right.jpeg,422,0,1
15578_right.jpeg,422,6,1
14998_right.jpeg,26,756,0
14811_right.jpeg,153,3779,1
16031_left.jpeg,153,0,1
11952_right.jpeg,153,0,1
15323_left.jpeg,153,1,1
12154_left.jpeg,76,3304,1
15424_left.jpeg,76,0,1
10244_right.jpeg,76,8,1
13714_right.jpeg,76,544,1
14913_left.jpeg,76,26,1
12299_right.jpeg,76,199,1
10844_right.jpeg,76,0,1
14130_left.jpeg,76,0,1
14774_left.jpeg,76,0,1
15811_left.jpeg,76,0,1
1446_left.jpeg,76,0,1
16025_left.jpeg,76,0,1
10384_left.jpeg,76,0,1
12278_right.jpeg,76,0,1
13189_left.jpeg,76,38,1
14064_right.jpeg,76,28,1
1222_right.jpeg,76,0,1
14632_right.jpeg,76,107,1
15222_right.jpeg,76,70,1
16110_right.jpeg,76,26,1
11649_left.jpeg,76,0,1
15219_left.jpeg,8,82,0
13116_right.jpeg,8,0,0
10030_left.jpeg,8,1,0
1313_left.jpeg,8,728,0
15250_right.jpeg,8,50,0
15480_left.jpeg,8,0,0
14159_right.jpeg,8,27,0
14697_right.jpeg,141,6859,1
11625_left.jpeg,141,0,1
1513_right.jpeg,141,3,1
13438_right.jpeg,141,60,1
12452_right.jpeg,141,37,1
14355_left.jpeg,141,0,1
15419_right.jpeg,141,0,1
12798_left.jpeg,141,10,1
14104_left.jpeg,14,75,0
149_left.jpeg,14,0,0
12998_right.jpeg,14,1,0
16324_right.jpeg,14,575,0
14418_right.jpeg,14,294,0
13089_right.jpeg,14,2,0
14431_left.jpeg,14,0,0
13605_left.jpeg,14,0,0
15045_left.jpeg,14,0,0
12476_right.jpeg,14,9,0
14153_left.jpeg,14,68,0
16065_right.jpeg,14,6,0
13210_right.jpeg,14,0,0
12176_left.jpeg,14,0,0
10680_right.jpeg,14,0,0
11056_left.jpeg,14,80,0
11049_left.jpeg,14,8,0
12417_right.jpeg,14,20,0
10551_left.jpeg,14,3,0
12127_right.jpeg,14,0,0
12861_left.jpeg,14,0,0
15175_right.jpeg,14,30,0
14819_right.jpeg,14,3,0
13150_left.jpeg,274,11334,1
15546_right.jpeg,274,0,1
14698_left.jpeg,274,2,1
14908_left.jpeg,274,0,1
10853_right.jpeg,274,0,1
13390_left.jpeg,128,4448,1
15419_left.jpeg,128,0,1
1316_right.jpeg,128,0,1
15014_right.jpeg,859,18659,1
12210_left.jpeg,859,34,1
11624_right.jpeg,859,0,1
15323_right.jpeg,206,2319,1
14833_left.jpeg,206,9,1
15005_left.jpeg,143,3311,1
1449_left.jpeg,143,42,1
16307_left.jpeg,143,10,1
14756_left.jpeg,143,0,1
14886_left.jpeg,143,21,1
1362_right.jpeg,143,6,1
15944_left.jpeg,143,0,1
14460_right.jpeg,143,0,1
14921_right.jpeg,143,0,1
14115_left.jpeg,29,85,0
14504_left.jpeg,24,682,0
11283_right.jpeg,67,6137,1
14581_right.jpeg,67,18,1
16393_left.jpeg,67,2,1
15002_left.jpeg,94,404,1
1032_right.jpeg,94,13,1
12210_right.jpeg,94,20,1
16301_right.jpeg,1,0,0
15149_left.jpeg,96,746,1
15023_left.jpeg,96,0,1
12256_left.jpeg,279,8128,1
14840_left.jpeg,279,0,1
15297_left.jpeg,279,0,1
16131_right.jpeg,279,0,1
11819_right.jpeg,279,1,1
15277_left.jpeg,279,0,1
11097_left.jpeg,178,3721,1
15835_left.jpeg,178,0,1
15246_right.jpeg,178,28,1
14251_right.jpeg,41,1019,1
15315_left.jpeg,41,0,1
14297_left.jpeg,576,11289,1
15948_left.jpeg,576,0,1
14940_left.jpeg,576,45,1
14898_right.jpeg,29,259,0
1096_left.jpeg,29,0,0
1488_left.jpeg,29,0,0
15039_left.jpeg,204,2400,1
13328_right.jpeg,266,22217,1
11971_left.jpeg,266,0,1
14726_left.jpeg,266,21,1
11101_right.jpeg,266,10,1
14262_left.jpeg,98,16034,1
1493_left.jpeg,98,0,1
16301_left.jpeg,98,0,1
16471_left.jpeg,98,0,1
12216_left.jpeg,98,0,1
1452_right.jpeg,98,0,1
16448_left.jpeg,98,0,1
13180_left.jpeg,98,0,1
13344_right.jpeg,98,0,1
13196_right.jpeg,98,0,1
15227_right.jpeg,98,65,1
14904_left.jpeg,98,6,1
14584_left.jpeg,98,0,1
16393_right.jpeg,98,0,1
12233_right.jpeg,98,0,1
1142_right.jpeg,98,0,1
12227_left.jpeg,98,4,1
15051_left.jpeg,169,18311,1
15282_right.jpeg,169,0,1
14379_right.jpeg,169,0,1
14697_left.jpeg,169,15,1
12232_right.jpeg,169,16,1
15336_right.jpeg,169,0,1
13324_left.jpeg,169,0,1
14169_right.jpeg,169,2,1
16488_left.jpeg,3,13,0
13310_left.jpeg,3,0,0
14397_right.jpeg,3,0,0
14588_left.jpeg,108,2046,1
16386_left.jpeg,108,0,1
15296_left.jpeg,108,44,1
15424_right.jpeg,108,2,1
11956_left.jpeg,108,0,1
1586_left.jpeg,108,0,1
14402_right.jpeg,129,2705,1
14987_left.jpeg,129,0,1
14093_left.jpeg,129,0,1
15490_left.jpeg,178,1861,1
14695_left.jpeg,178,0,1
16386_right.jpeg,178,0,1
15159_left.jpeg,178,0,1
14933_right.jpeg,178,0,1
15022_right.jpeg,400,5998,1
10468_right.jpeg,400,0,1
14198_left.jpeg,21,417,0
15043_right.jpeg,21,366,0
11505_left.jpeg,21,0,0
14811_left.jpeg,21,7,0
15150_left.jpeg,21,0,0
14245_left.jpeg,325,1103,1
14213_right.jpeg,329,23450,1
15110_left.jpeg,11,38,0
1439_left.jpeg,11,6,0
12018_left.jpeg,34,1471,1
15807_right.jpeg,34,0,1
14833_right.jpeg,34,6,1
14877_right.jpeg,34,1,1
11003_right.jpeg,78,690,1
10854_left.jpeg,78,0,1
14227_left.jpeg,78,0,1
15439_left.jpeg,78,26,1
14665_right.jpeg,78,0,1
14216_left.jpeg,78,0,1
1634_right.jpeg,78,0,1
13008_left.jpeg,78,147,1
15060_left.jpeg,78,0,1
14340_left.jpeg,201,7022,1
14619_right.jpeg,62,199,1
14784_right.jpeg,62,0,1
11183_left.jpeg,62,5,1
16221_right.jpeg,62,0,1
15045_right.jpeg,62,0,1
14430_left.jpeg,62,0,1
15339_right.jpeg,62,0,1
13320_left.jpeg,62,50,1
1496_left.jpeg,62,0,1
11623_right.jpeg,62,0,1
15410_right.jpeg,11,291,0
16607_left.jpeg,11,16,0
14058_right.jpeg,11,0,0
15471_left.jpeg,167,7109,1
14986_right.jpeg,167,5,1
16600_right.jpeg,16,2562,0
10643_left.jpeg,16,0,0
10244_left.jpeg,16,92,0
14726_right.jpeg,16,8,0
13014_right.jpeg,16,2,0
16609_left.jpeg,16,0,0
13100_left.jpeg,16,0,0
15218_right.jpeg,16,0,0
13031_right.jpeg,4,115,0
14293_left.jpeg,4,1,0
13310_right.jpeg,4,0,0
14336_left.jpeg,54,1196,1
15026_left.jpeg,54,0,1
14887_right.jpeg,54,9,1
14763_left.jpeg,79,3094,1
13391_right.jpeg,97,8142,1
14936_right.jpeg,97,1,1
12075_left.jpeg,97,1,1
15284_right.jpeg,31,1597,1
15415_right.jpeg,31,1,1
15538_left.jpeg,31,0,1
16183_right.jpeg,31,0,1
10131_left.jpeg,31,0,1
13359_left.jpeg,31,0,1
10962_right.jpeg,31,1,1
15006_left.jpeg,31,0,1
14907_left.jpeg,31,0,1
1306_left.jpeg,90,1374,1
16327_right.jpeg,90,0,1
14892_right.jpeg,90,4,1
14258_left.jpeg,90,0,1
15257_right.jpeg,90,1,1
13133_left.jpeg,147,3745,1
10942_right.jpeg,147,0,1
10974_right.jpeg,147,0,1
15080_right.jpeg,147,0,1
13229_left.jpeg,7,15,0
10551_right.jpeg,7,0,0
15849_right.jpeg,440,8681,1
14254_right.jpeg,132,5559,1
13453_left.jpeg,132,0,1
15154_right.jpeg,132,0,1
11966_left.jpeg,132,2,1
12056_left.jpeg,132,12,1
16139_right.jpeg,8,280,0
16122_left.jpeg,8,4,0
15422_left.jpeg,8,0,0
13013_right.jpeg,8,1,0
16149_left.jpeg,901,14348,1
12798_right.jpeg,901,0,1
1050_right.jpeg,438,15370,1
11261_left.jpeg,438,0,1
15118_right.jpeg,438,0,1
1312_right.jpeg,438,6,1
163_right.jpeg,438,0,1
11975_right.jpeg,6,205,0
16132_left.jpeg,6,4,0
14361_left.jpeg,6,0,0
14965_left.jpeg,6,0,0
11035_right.jpeg,74,170,1
15236_left.jpeg,74,0,1
13999_right.jpeg,74,0,1
15954_right.jpeg,74,0,1
12111_right.jpeg,74,0,1
14158_right.jpeg,74,0,1
14457_right.jpeg,70,2466,1
14371_left.jpeg,35,428,1
14328_left.jpeg,35,0,1
1595_right.jpeg,35,0,1
1592_left.jpeg,35,4,1
11246_left.jpeg,181,2975,1
1592_right.jpeg,353,2380,1
11317_left.jpeg,353,0,1
13967_left.jpeg,353,33,1
12464_right.jpeg,44,478,1
15161_left.jpeg,44,6,1
15032_left.jpeg,44,0,1
12399_right.jpeg,44,2,1
12404_right.jpeg,27,114,0
11010_right.jpeg,27,0,0
12667_right.jpeg,27,6,0
10230_left.jpeg,27,0,0
15394_left.jpeg,27,0,0
16327_left.jpeg,27,0,0
14674_left.jpeg,27,0,0
11268_left.jpeg,27,0,0
10983_left.jpeg,57,432,1
15547_right.jpeg,57,0,1
13299_left.jpeg,57,0,1
13267_left.jpeg,57,0,1
14856_left.jpeg,57,0,1
11310_left.jpeg,57,8,1
14063_left.jpeg,209,36068,1
14711_right.jpeg,209,0,1
10153_right.jpeg,209,0,1
15955_right.jpeg,209,1,1
13300_right.jpeg,212,4865,1
15225_right.jpeg,5,75,0
149_right.jpeg,5,0,0
15100_right.jpeg,5,0,0
14774_right.jpeg,5,0,0
14379_left.jpeg,5,0,0
13436_right.jpeg,249,10865,1
13432_left.jpeg,249,0,1
14936_left.jpeg,249,0,1
12241_right.jpeg,249,0,1
14455_right.jpeg,249,76,1
12119_right.jpeg,249,0,1
13638_left.jpeg,249,99,1
15210_right.jpeg,249,0,1
15898_right.jpeg,249,0,1
10845_left.jpeg,249,0,1
1481_left.jpeg,249,171,1
14984_left.jpeg,249,0,1
1541_right.jpeg,249,0,1
14749_left.jpeg,249,0,1
14923_left.jpeg,249,2,1
1487_right.jpeg,249,1,1
12149_right.jpeg,249,0,1
13031_left.jpeg,249,0,1
13786_right.jpeg,249,22,1
14566_right.jpeg,249,2,1
